id,player_name,p_code,nationality,c_code,player_url,created_at,updated_at,gender
806,Anne Smith,asmit,United States,USA,/profile-bio/women/Anne_Smith/,,2016-01-12 00:31:48.761998,F
1040,Andrea Temesvari,ateme,Hungary,HUN,/profile-bio/women/Andrea_Temesvari/,,2016-01-12 00:31:57.559407,F
1225,Arne Thoms,athom,GER,DEU,/profile-bio/men/Arne_Thoms/,,2016-01-12 00:32:04.304574,M
1372,Alberto Tous,atous,ESP,ESP,/profile-bio/men/Alberto_Tous/,,2016-01-12 00:32:09.911423,M
1301,Andrea Vieira,aviei,Brazil,BRA,/profile-bio/women/Andrea_Vieira/,,2016-01-12 00:32:07.366887,F
1303,Byron Black,bblac,ZIM,ZWE,/profile-bio/men/Byron_Black/,,2016-01-12 00:32:07.426976,M
873,Belinda Borneo,bborn,United Kingdom,GBR,/profile-bio/women/Belinda_Borneo/,,2016-01-12 00:31:51.089999,F
685,Barbara Collet,bcoll,France,FRA,/profile-bio/women/Barbara_Collet/,,2016-01-12 00:31:44.428419,F
505,Belinda Cordwell,bcord,New Zealand,NZL,/profile-bio/women/Belinda_Cordwell/,,2016-01-12 00:31:38.235358,F
396,Bruce Derlin,bderl,NZL,NZL,/profile-bio/men/Bruce_Derlin/,,2016-01-12 00:31:33.938538,M
1337,Brian Devening,bdeve,USA,USA,/profile-bio/men/Brian_Devening/,,2016-01-12 00:32:08.53154,M
987,Broderick Dyke,bdyke,AUS,AUS,/profile-bio/men/Broderick_Dyke/,,2016-01-12 00:31:55.674759,M
612,Bret Garnett,bgarn,USA,USA,/profile-bio/men/Bret_Garnett/,,2016-01-12 00:31:41.824275,M
140,Brian Garrow,bgarr,USA,USA,/profile-bio/men/Brian_Garrow/,,2016-01-12 00:31:25.140697,M
1136,Brad Gilbert,bgilb,USA,USA,/profile-bio/men/Brad_Gilbert/,,2016-01-12 00:32:01.136224,M
1058,Beth Herr,bherr,United States,USA,/profile-bio/women/Beth_Herr/,,2016-01-12 00:31:58.291524,F
838,Bernd Karbacher,bkarb,GER,DEU,/profile-bio/men/Bernd_Karbacher/,,2016-01-12 00:31:49.949726,M
980,Brian MacPhie,bmacp,USA,USA,/profile-bio/men/Brian_MacPhie/,,2016-01-12 00:31:55.470685,M
1329,Bertrand Madsen,bmads,HAI,HTI,/profile-bio/men/Bertrand_Madsen/,,2016-01-12 00:32:08.255298,M
428,Betsy Nagelsen,bnage,United States,USA,/profile-bio/women/Betsy_Nagelsen/,,2016-01-12 00:31:35.186595,F
1068,Boris Becker,bobeck,GER,DEU,/profile-bio/men/Boris_Becker/,,2016-01-12 00:31:58.615424,M
849,Bruno Oresar,bores,CRO,HRV,/profile-bio/men/Bruno_Oresar/,,2016-01-12 00:31:50.297782,M
554,Barbara Paulus,bpaul,Austria,AUT,/profile-bio/women/Barbara_Paulus/,,2016-01-12 00:31:39.951415,F
539,Beate Reinstadler,brein,Austria,AUT,/profile-bio/women/Beate_Reinstadler/,,2016-01-12 00:31:39.507486,F
479,Barbara Rittner,britt,Germany,DEU,/profile-bio/women/Barbara_Rittner/,,2016-01-12 00:31:37.227124,F
2103,Bill Scanlon,bscan,USA,USA,/profile-bio/men/Bill_Scanlon/,,2016-01-12 00:32:36.844671,M
84,Denisa Krajcovicova,dkraj,Slovakia,SVK,/profile-bio/women/Denisa_Krajcovicova/,,,F
2028,Byron Talbot,btalb,RSA,ZAF,/profile-bio/men/Byron_Talbot/,,2016-01-12 00:32:34.119927,M
1894,Chuck Adams,cadam,USA,USA,/profile-bio/men/Chuck_Adams/,,2016-01-12 00:32:29.307532,M
2010,Cammy Macgregor,camacg,United States,USA,/profile-bio/women/Cammy_Macgregor/,,2016-01-12 00:32:33.435812,F
892,Carin Bakkum,cbakk,Netherlands,NLD,/profile-bio/women/Carin_Bakkum/,,2016-01-12 00:31:51.870042,F
1628,Colin Beecher,cbeec,GBR,GBR,/profile-bio/men/Colin_Beecher/,,2016-01-12 00:32:19.440934,M
1616,Camille Benjamin,cbenj,United States,USA,/profile-bio/women/Camille_Benjamin/,,2016-01-12 00:32:18.997189,F
338,Craig Campbell,ccamp,RSA,ZAF,/profile-bio/men/Craig_Campbell/,,2016-01-12 00:31:32.054148,M
401,Cristiano Caratti,ccara,ITA,ITA,/profile-bio/men/Cristiano_Caratti/,,2016-01-12 00:31:34.106803,M
646,Cathy Caverzasio,ccave,Italy,ITA,/profile-bio/women/Cathy_Caverzasio/,,2016-01-12 00:31:43.024086,F
1266,Celine Cohen,ccohe,Switzerland,CHE,/profile-bio/women/Celine_Cohen/,,2016-01-12 00:32:05.974698,F
990,Carlos Costa,ccost,ESP,ESP,/profile-bio/men/Carlos_Costa/,,2016-01-12 00:31:55.758751,M
1189,Carrie Cunningham,ccunn,United States,USA,/profile-bio/women/Carrie_Cunningham/,,2016-01-12 00:32:02.888237,F
1385,Cecilia Dahlman,cdahl,Sweden,SWE,/profile-bio/women/Cecilia_Dahlman/,,2016-01-12 00:32:10.355345,F
1382,Caroline Dhenin,cdhen,France,FRA,/profile-bio/women/Caroline_Dhenin/,,2016-01-12 00:32:10.283509,F
1276,Charlton Eagle,ceagl,AUS,AUS,/profile-bio/men/Charlton_Eagle/,,2016-01-12 00:32:06.334664,M
110,Sabrina Goles,sgole,Croatia,HRV,/profile-bio/women/Sabrina_Goles/,,,F
20,Mohamed Dlimi,mdlim,MAR,MAR,/profile-bio/men/Mohamed_Dlimi/,,,M
21,Jorgen Nilsson,jnils,SWE,SWE,/profile-bio/men/Jorgen_Nilsson/,,,M
22,Jose Nunes,jnune,POR,PRT,/profile-bio/men/Jose_Nunes/,,,M
23,Paul Dogger,pdogg,NED,NLD,/profile-bio/men/Paul_Dogger/,,,M
25,Woody Hunt,whunt,USA,USA,/profile-bio/men/Woody_Hunt/,,,M
27,George Bezecny,gbeze,USA,USA,/profile-bio/men/George_Bezecny/,,,M
28,Hemel Meghani,hmegh,United States,USA,/profile-bio/women/Hemel_Meghani/,,,F
29,Leandro Almeida,lalme,BRA,BRA,/profile-bio/men/Leandro_Almeida/,,,M
30,Akiko Gooden,agood,United States,USA,/profile-bio/women/Akiko_Gooden/,,,F
31,Manuel Gasbarri,mgasb,ITA,ITA,/profile-bio/men/Manuel_Gasbarri/,,,M
32,Reinhard Wawra,rwawr,AUT,AUT,/profile-bio/men/Reinhard_Wawra/,,,M
71,Reda Galou,rgalo,ALG,DZA,/profile-bio/men/Reda_Galou/,,,M
24,Jia-Ping Xia,jpxia,CHN,CHN,/profile-bio/men/Jia-Ping_Xia/,,,M
26,Karin Oberleitner,kober,Austria,AUT,/profile-bio/women/Karin_Oberleitner/,,,F
33,Sofie Albinus,salbi,Denmark,DNK,/profile-bio/women/Sofie_Albinus/,,,F
114,Eno Polo,epolo,KEN,KEN,/profile-bio/men/Eno_Polo/,,,M
594,Chris Evert,cever,United States,USA,/profile-bio/women/Chris_Evert/,,2016-01-12 00:31:41.235905,F
1054,Christelle Fauche,cfauc,Switzerland,CHE,/profile-bio/women/Christelle_Fauche/,,2016-01-12 00:31:58.147602,F
718,Chris Garner,cgarn,USA,USA,/profile-bio/men/Chris_Garner/,,2016-01-12 00:31:45.484629,M
1354,Colette Hall,chall,United Kingdom,GBR,/profile-bio/women/Colette_Hall/,,2016-01-12 00:32:09.179428,F
165,Charles Honey,chone,RSA,ZAF,/profile-bio/men/Charles_Honey/,,2016-01-12 00:31:26.053175,M
1395,Claudia Kohde-Kilsch,ckohd,Germany,DEU,/profile-bio/women/Claudia_Kohde-Kilsch/,,2016-01-12 00:32:10.655696,F
1090,Caroline Kuhlman,ckuhl,United States,USA,/profile-bio/women/Caroline_Kuhlman/,,2016-01-12 00:31:59.455791,F
59,Carl Limberger,climb,AUS,AUS,/profile-bio/men/Carl_Limberger/,,2016-01-12 00:31:22.308167,M
1353,Catarina Lindqvist,clind,Sweden,SWE,/profile-bio/women/Catarina_Lindqvist/,,2016-01-12 00:32:09.143573,F
1187,Claudio Mezzadri,cmezz,SUI,CHE,/profile-bio/men/Claudio_Mezzadri/,,2016-01-12 00:32:02.828418,M
1726,Christina Papadaki,cpapa,Greece,GRC,/profile-bio/women/Christina_Papadaki/,,2016-01-12 00:32:23.041829,F
75,Claudia Porwik,cporw,Germany,DEU,/profile-bio/women/Claudia_Porwik/,,2016-01-12 00:31:22.860462,F
1322,Chris Pridham,cprid,CAN,CAN,/profile-bio/men/Chris_Pridham/,,2016-01-12 00:32:08.075149,M
577,Christian Ruud,cruud,NOR,NOR,/profile-bio/men/Christian_Ruud/,,2016-01-12 00:31:40.671838,M
1084,Christian Saceanu,csace,GER,DEU,/profile-bio/men/Christian_Saceanu/,,2016-01-12 00:31:59.228001,M
1255,Catherine Suire,csuir,France,FRA,/profile-bio/women/Catherine_Suire/,,2016-01-12 00:32:05.554699,F
97,Catherine Tanvier,ctanv,France,FRA,/profile-bio/women/Catherine_Tanvier/,,2016-01-12 00:31:23.68861,F
1056,Cristina Tessi,ctess,Argentina,ARG,/profile-bio/women/Cristina_Tessi/,,2016-01-12 00:31:58.219439,F
529,Clare Thompson,cthom,Australia,AUS,/profile-bio/women/Clare_Thompson/,,2016-01-12 00:31:39.171394,F
1390,Carl-Uwe Steeb,custe,GER,DEU,/profile-bio/men/Carl-Uwe_Steeb/,,2016-01-12 00:32:10.487403,M
640,Christo Van Rensburg,cvanr,RSA,ZAF,/profile-bio/men/Christo_Van_Rensburg/,,2016-01-12 00:31:42.88007,M
1399,Caroline Vis,cvis,Netherlands,NLD,/profile-bio/women/Caroline_Vis/,,2016-01-12 00:32:10.811641,F
1944,David Adams,dadam,RSA,ZAF,/profile-bio/men/David_Adams/,,2016-01-12 00:32:31.023353,M
614,Dave Randall,davrand,USA,USA,/profile-bio/men/Dave_Randall/,,2016-01-12 00:31:41.896189,M
901,Dick Bosse,dboss,RSA,ZAF,/profile-bio/men/Dick_Bosse/,,2016-01-12 00:31:52.23021,M
251,Daniel Courcol,dcour,FRA,FRA,/profile-bio/men/Daniel_Courcol/,,2016-01-12 00:31:29.089291,M
1108,Donna Faber,dfabe,United States,USA,/profile-bio/women/Donna_Faber/,,2016-01-12 00:32:00.091626,F
70,Doug Flach,dflac,USA,USA,/profile-bio/men/Doug_Flach/,,2016-01-12 00:31:22.680239,M
1209,Dan Goldie,dgold,USA,USA,/profile-bio/men/Dan_Goldie/,,2016-01-12 00:32:03.728757,M
2046,Damir Keretic,dkere,GER,DEU,/profile-bio/men/Damir_Keretic/,,2016-01-12 00:32:34.744098,M
1149,Donni Leaycraft,dleay,USA,USA,/profile-bio/men/Donni_Leaycraft/,,2016-01-12 00:32:01.628068,M
661,Danilo Marcelino,dmarc,BRA,BRA,/profile-bio/men/Danilo_Marcelino/,,2016-01-12 00:31:43.444389,M
1016,Dominique Monami,dmona,Belgium,BEL,/profile-bio/women/Dominique_Monami/,,2016-01-12 00:31:56.683369,F
805,David Nainkin,dnain,RSA,ZAF,/profile-bio/men/David_Nainkin/,,2016-01-12 00:31:48.719842,M
214,Diego Nargiso,dnarg,ITA,ITA,/profile-bio/men/Diego_Nargiso/,,2016-01-12 00:31:27.745323,M
933,Daniel Nestor,dnest,CAN,CAN,/profile-bio/men/Daniel_Nestor/,,2016-01-12 00:31:53.478552,M
659,Daniel Orsanic,dorsa,ARG,ARG,/profile-bio/men/Daniel_Orsanic/,,2016-01-12 00:31:43.38446,M
1207,Darren Patten,dpatt,AUS,AUS,/profile-bio/men/Darren_Patten/,,2016-01-12 00:32:03.627539,M
1235,David Rikl,drikl,CZE,CZE,/profile-bio/men/David_Rikl/,,2016-01-12 00:32:04.652765,M
1349,Danny Sapsford,dsaps,GBR,GBR,/profile-bio/men/Danny_Sapsford/,,2016-01-12 00:32:08.963385,M
421,Danie Visser,dviss,RSA,ZAF,/profile-bio/men/Danie_Visser/,,2016-01-12 00:31:34.970533,M
969,Eduardo Bengoechea,ebeng,ARG,ARG,/profile-bio/men/Eduardo_Bengoechea/,,2016-01-12 00:31:55.111013,M
932,Els Callens,ecall,Belgium,BEL,/profile-bio/women/Els_Callens/,,2016-01-12 00:31:53.442442,F
881,Emmanuelle Derly,ederl,France,FRA,/profile-bio/women/Emmanuelle_Derly/,,2016-01-12 00:31:51.414019,F
1780,Elly Hakami,ehaka,United States,USA,/profile-bio/women/Elly_Hakami/,,2016-01-12 00:32:25.190334,F
484,Ei Iida,eiida,Japan,JPN,/profile-bio/women/Ei_Iida/,,2016-01-12 00:31:37.467449,F
132,Eduardo Masso,emass,BEL,BEL,/profile-bio/men/Eduardo_Masso/,,2016-01-12 00:31:24.900874,M
1694,Eva Pfaff,epfaf,Germany,DEU,/profile-bio/women/Eva_Pfaff/,,2016-01-12 00:32:21.914011,F
494,Eyal Ran,eran,ISR,ISR,/profile-bio/men/Eyal_Ran/,,2016-01-12 00:31:37.839544,M
935,Elna Reinach,erein,South Africa,ZAF,/profile-bio/women/Elna_Reinach/,,2016-01-12 00:31:53.550347,F
1541,Eleni Rossides,eross,United States,USA,/profile-bio/women/Eleni_Rossides/,,2016-01-12 00:32:15.984452,F
1184,Emilio Sanchez,esanc,ESP,ESP,/profile-bio/men/Emilio_Sanchez/,,2016-01-12 00:32:02.732502,M
1592,Eric Winogradsky,ewino,FRA,FRA,/profile-bio/men/Eric_Winogradsky/,,2016-01-12 00:32:17.940835,M
1597,Federica Bonsignori,fbons,Italy,ITA,/profile-bio/women/Federica_Bonsignori/,,2016-01-12 00:32:18.072907,F
682,Francesco Cancellotti,fcanc,ITA,ITA,/profile-bio/men/Francesco_Cancellotti/,,2016-01-12 00:31:44.3565,M
713,Franco Davin,fdavi,ARG,ARG,/profile-bio/men/Franco_Davin/,,2016-01-12 00:31:45.364788,M
1051,Frederik Fetterlein,ffett,DEN,DNK,/profile-bio/men/Frederik_Fetterlein/,,2016-01-12 00:31:58.027256,M
670,Frederic Fontang,ffont,FRA,FRA,/profile-bio/men/Frederic_Fontang/,,2016-01-12 00:31:43.82853,M
1773,Florencia Labat,flaba,Argentina,ARG,/profile-bio/women/Florencia_Labat/,,2016-01-12 00:32:24.950283,F
644,Fang Li,fli,China,CHN,/profile-bio/women/Fang_Li/,,2016-01-12 00:31:42.976182,F
651,Fernando Luna,fluna,ESP,ESP,/profile-bio/men/Fernando_Luna/,,2016-01-12 00:31:43.156136,M
1342,Francisco Maciel,fmaci,MEX,MEX,/profile-bio/men/Francisco_Maciel/,,2016-01-12 00:32:08.723271,M
684,Francisco Montana,fmont,USA,USA,/profile-bio/men/Francisco_Montana/,,2016-01-12 00:31:44.404525,M
192,Irina Spirlea,ispir,XXX,XXX,/profile-bio/women/Irina_Spirlea/,,,F
184,Flora Perfetti,fperf,Italy,ITA,/profile-bio/women/Flora_Perfetti/,,2016-01-12 00:31:26.772979,F
258,Felipe Rivera,frive,CHI,CHL,/profile-bio/men/Felipe_Rivera/,,2016-01-12 00:31:29.28148,M
1220,Fernando Roese,froes,BRA,BRA,/profile-bio/men/Fernando_Roese/,,2016-01-12 00:32:04.136835,M
400,Francisco Roig,froig,ESP,ESP,/profile-bio/men/Francisco_Roig/,,2016-01-12 00:31:34.071005,M
1144,Fernon Wibier,fwibi,NED,NLD,/profile-bio/men/Fernon_Wibier/,,2016-01-12 00:32:01.46044,M
509,Francisco Yunis,fyuni,ARG,ARG,/profile-bio/men/Francisco_Yunis/,,2016-01-12 00:31:38.379323,M
741,Gary Muller,gamull,RSA,ZAF,/profile-bio/men/Gary_Muller/,,2016-01-12 00:31:46.264826,M
498,Gilad Bloom,gbloo,ISR,ISR,/profile-bio/men/Gilad_Bloom/,,2016-01-12 00:31:37.983459,M
188,Grant Doyle,gdoyl,AUS,AUS,/profile-bio/men/Grant_Doyle/,,2016-01-12 00:31:26.893051,M
1578,Gigi Fernandez,gfern,United States,USA,/profile-bio/women/Gigi_Fernandez/,,2016-01-12 00:32:17.388968,F
1536,Guy Forget,gforg,FRA,FRA,/profile-bio/men/Guy_Forget/,,2016-01-12 00:32:15.86461,M
302,Greg Holmes,gholm,USA,USA,/profile-bio/men/Greg_Holmes/,,2016-01-12 00:31:30.637806,M
1324,Glenn Layendecker,glaye,USA,USA,/profile-bio/men/Glenn_Layendecker/,,2016-01-12 00:32:08.134972,M
1117,Gretchen Magers,gmage,United States,USA,/profile-bio/women/Gretchen_Magers/,,2016-01-12 00:32:00.403936,F
858,Gabriel Markus,gmark,ARG,ARG,/profile-bio/men/Gabriel_Markus/,,2016-01-12 00:31:50.609789,M
2088,Guillermo Perez-Roldan,gpere,ARG,ARG,/profile-bio/men/Guillermo_Perez-Roldan/,,2016-01-12 00:32:36.316582,M
716,Gloria Pizzichini,gpizz,Italy,ITA,/profile-bio/women/Gloria_Pizzichini/,,2016-01-12 00:31:45.436647,F
1398,Gianluca Pozzi,gpozz,ITA,ITA,/profile-bio/men/Gianluca_Pozzi/,,2016-01-12 00:32:10.763708,M
1188,Goran Prpic,gprpi,CRO,HRV,/profile-bio/men/Goran_Prpic/,,2016-01-12 00:32:02.852384,M
399,Guillaume Raoux,graou,FRA,FRA,/profile-bio/men/Guillaume_Raoux/,,2016-01-12 00:31:34.034591,M
168,Gabriela Sabatini,gsaba,Argentina,ARG,/profile-bio/women/Gabriela_Sabatini/,,2016-01-12 00:31:26.161018,F
512,Gilbert Schaller,gscha,AUT,AUT,/profile-bio/men/Gilbert_Schaller/,,2016-01-12 00:31:38.487323,M
1044,Grant Stafford,gstaf,RSA,ZAF,/profile-bio/men/Grant_Stafford/,,2016-01-12 00:31:57.715506,M
368,Guillermo Vilas,gvila,ARG,ARG,/profile-bio/men/Guillermo_Vilas/,,2016-01-12 00:31:33.026221,M
460,Hans-Dieter Beutel,hdbeu,GER,DEU,/profile-bio/men/Hans-Dieter_Beutel/,,2016-01-12 00:31:36.470854,M
606,Horacio De La Pena,hdelap,ARG,ARG,/profile-bio/men/Horacio_De_La_Pena/,,2016-01-12 00:31:41.583961,M
1114,Heath Denman,hdenm,AUS,AUS,/profile-bio/men/Heath_Denman/,,2016-01-12 00:32:00.283733,M
470,Henrik Holm,hholm,SWE,SWE,/profile-bio/men/Henrik_Holm/,,2016-01-12 00:31:36.818929,M
928,Helen Kelesi,hkele,Canada,CAN,/profile-bio/women/Helen_Kelesi/,,2016-01-12 00:31:53.298486,F
1882,Henri Leconte,hleco,FRA,FRA,/profile-bio/men/Henri_Leconte/,,2016-01-12 00:32:28.839103,M
1574,Heiner Moraing,hmora,GER,DEU,/profile-bio/men/Heiner_Moraing/,,2016-01-12 00:32:17.221035,M
735,Hector Moretti,hmore,ARG,ARG,/profile-bio/men/Hector_Moretti/,,2016-01-12 00:31:46.061013,M
304,Hans Schwaier,hschw,GER,DEU,/profile-bio/men/Hans_Schwaier/,,2016-01-12 00:31:30.757789,M
719,Henrik Sundstrom,hsund,SWE,SWE,/profile-bio/men/Henrik_Sundstrom/,,2016-01-12 00:31:45.520807,M
1352,Hu Na,huna,United States,USA,/profile-bio/women/Hu_Na/,,2016-01-12 00:32:09.07138,F
573,Ivan Baron,ibaro,USA,USA,/profile-bio/men/Ivan_Baron/,,2016-01-12 00:31:40.539832,M
374,Isabel Cueto,icuet,Germany,DEU,/profile-bio/women/Isabel_Cueto/,,2016-01-12 00:31:33.206159,F
679,Isabelle Demongeot,idemo,France,FRA,/profile-bio/women/Isabelle_Demongeot/,,2016-01-12 00:31:44.272653,F
740,Ingelise Driehuis,idrie,Netherlands,NLD,/profile-bio/women/Ingelise_Driehuis/,,2016-01-12 00:31:46.241536,F
1749,Iwona Kuczynska,ikucz,Poland,POL,/profile-bio/women/Iwona_Kuczynska/,,2016-01-12 00:32:24.110333,F
1706,Ian Peter-Budge,ipete,AUS,AUS,/profile-bio/men/Ian_Peter-Budge/,,2016-01-12 00:32:22.358072,M
1103,Jo-Anne Faull,jafau,Australia,AUS,/profile-bio/women/Jo-Anne_Faull/,,2016-01-12 00:31:59.923838,F
959,Jason Goodall,jagood,GBR,GBR,/profile-bio/men/Jason_Goodall/,,2016-01-12 00:31:54.643165,M
1166,Johan Anderson,jande,AUS,AUS,/profile-bio/men/Johan_Anderson/,,2016-01-12 00:32:02.168128,M
341,John Arbanas,jarba,AUS,AUS,/profile-bio/men/John_Arbanas/,,2016-01-12 00:31:32.150017,M
1348,Jeremy Bates,jbate,GBR,GBR,/profile-bio/men/Jeremy_Bates/,,2016-01-12 00:32:08.939184,M
276,Jordi Burillo,jburi,ESP,ESP,/profile-bio/men/Jordi_Burillo/,,2016-01-12 00:31:29.821733,M
883,Jonathan Canter,jcant,USA,USA,/profile-bio/men/Jonathan_Canter/,,2016-01-12 00:31:51.486143,M
591,Johan Carlsson,jcarl,SWE,SWE,/profile-bio/men/Johan_Carlsson/,,2016-01-12 00:31:41.103656,M
131,Josef Cihak,jciha,CZE,CZE,/profile-bio/men/Josef_Cihak/,,2016-01-12 00:31:24.8647,M
1100,Jimmy Connors,jconn,USA,USA,/profile-bio/men/Jimmy_Connors/,,2016-01-12 00:31:59.8158,M
1063,Jim Courier,jcour,USA,USA,/profile-bio/men/Jim_Courier/,,2016-01-12 00:31:58.435358,M
999,Joao Cunha-Silva,jcunh,POR,PRT,/profile-bio/men/Joao_Cunha-Silva/,,2016-01-12 00:31:56.05905,M
720,Jo Durie,jduri,United Kingdom,GBR,/profile-bio/women/Jo_Durie/,,2016-01-12 00:31:45.544723,F
416,Joshua Eagle,jeagl,AUS,AUS,/profile-bio/men/Joshua_Eagle/,,2016-01-12 00:31:34.754689,M
600,Javier Frana,jfran,ARG,ARG,/profile-bio/men/Javier_Frana/,,2016-01-12 00:31:41.391717,M
107,John Frawley,jfraw,AUS,AUS,/profile-bio/men/John_Frawley/,,2016-01-12 00:31:23.988409,M
602,Jennifer Fuchs,jfuch,United States,USA,/profile-bio/women/Jennifer_Fuchs/,,2016-01-12 00:31:41.45175,F
87,Jan Gunnarsson,jgunn,SWE,SWE,/profile-bio/men/Jan_Gunnarsson/,,2016-01-12 00:31:23.280274,M
424,Jill Hetherington,jheth,Canada,CAN,/profile-bio/women/Jill_Hetherington/,,2016-01-12 00:31:35.066503,F
528,Jakob Hlasek,jhlas,SUI,CHE,/profile-bio/men/Jakob_Hlasek/,,2016-01-12 00:31:39.135456,M
1545,Jozsef Krocsko,jkroc,HUN,HUN,/profile-bio/men/Jozsef_Krocsko/,,2016-01-12 00:32:16.152692,M
1429,Jose-Luis Clerc,jlcle,ARG,ARG,/profile-bio/men/Jose-Luis_Clerc/,,2016-01-12 00:32:11.832039,M
1681,John-Laffnie de Jager,jldej,RSA,ZAF,/profile-bio/men/John-Laffnie_de_Jager/,,2016-01-12 00:32:21.385648,M
86,Rikard Bergh,rberg,SWE,SWE,/profile-bio/men/Rikard_Bergh/,,,M
534,John Letts,jlett,USA,USA,/profile-bio/men/John_Letts/,,2016-01-12 00:31:39.351468,M
660,Joanne Limmer,jlimm,Australia,AUS,/profile-bio/women/Joanne_Limmer/,,2016-01-12 00:31:43.42057,F
314,Jorge Lozano,jloza,MEX,MEX,/profile-bio/men/Jorge_Lozano/,,2016-01-12 00:31:31.177895,M
766,John Marinov,jmari,AUS,AUS,/profile-bio/men/John_Marinov/,,2016-01-12 00:31:47.117214,M
1302,John McEnroe,jmcen,USA,USA,/profile-bio/men/John_McEnroe/,,2016-01-12 00:32:07.403037,M
230,Jaime Oncins,jonci,BRA,BRA,/profile-bio/men/Jaime_Oncins/,,2016-01-12 00:31:28.321604,M
104,Jared Palmer,jpalm,USA,USA,/profile-bio/men/Jared_Palmer/,,2016-01-12 00:31:23.916553,M
248,Jerome Potier,jpoti,FRA,FRA,/profile-bio/men/Jerome_Potier/,,2016-01-12 00:31:28.993493,M
516,Joey Rive,jrive,USA,USA,/profile-bio/men/Joey_Rive/,,2016-01-12 00:31:38.691403,M
69,Julie Salmon,jsalm,United Kingdom,GBR,/profile-bio/women/Julie_Salmon/,,2016-01-12 00:31:22.6442,F
118,Javier Sanchez,jsanc,ESP,ESP,/profile-bio/men/Javier_Sanchez/,,2016-01-12 00:31:24.396685,M
531,Jennifer Santrock,jsant,United States,USA,/profile-bio/women/Jennifer_Santrock/,,2016-01-12 00:31:39.243669,F
1315,Jan Siemerink,jsiem,NED,NLD,/profile-bio/men/Jan_Siemerink/,,2016-01-12 00:32:07.834982,M
112,Jason Stoltenberg,jstol,AUS,AUS,/profile-bio/men/Jason_Stoltenberg/,,2016-01-12 00:31:24.168566,M
721,John Sullivan,jsull,USA,USA,/profile-bio/men/John_Sullivan/,,2016-01-12 00:31:45.568904,M
74,Jeff Tarango,jtara,USA,USA,/profile-bio/men/Jeff_Tarango/,,2016-01-12 00:31:22.824342,M
1871,Juan Aguilera,juagui,ESP,ESP,/profile-bio/men/Juan_Aguilera/,,2016-01-12 00:32:28.394893,M
2054,Joost Winnink,jwinn,NED,NLD,/profile-bio/men/Joost_Winnink/,,2016-01-12 00:32:34.984323,M
293,Jaime Yzaga,jyzag,PER,PER,/profile-bio/men/Jaime_Yzaga/,,2016-01-12 00:31:30.42159,M
318,Katrina Adams,kadam,United States,USA,/profile-bio/women/Katrina_Adams/,,2016-01-12 00:31:31.346164,F
1334,Karsten Braasch,kbraa,GER,DEU,/profile-bio/men/Karsten_Braasch/,,2016-01-12 00:32:08.423334,M
1383,Kenneth Carlsen,kcarl,DEN,DNK,/profile-bio/men/Kenneth_Carlsen/,,2016-01-12 00:32:10.307491,M
1124,Kent Carlsson,kentcarl,SWE,SWE,/profile-bio/men/Kent_Carlsson/,,2016-01-12 00:32:00.655895,M
81,Kelly Evernden,kever,NZL,NZL,/profile-bio/men/Kelly_Evernden/,,2016-01-12 00:31:23.076516,M
953,Ken Flach,kflac,USA,USA,/profile-bio/men/Ken_Flach/,,2016-01-12 00:31:54.414746,M
680,Kaye Hand,khand,United Kingdom,GBR,/profile-bio/women/Kaye_Hand/,,2016-01-12 00:31:44.308703,F
44,Kelly Jones,kjone,USA,USA,/profile-bio/men/Kelly_Jones/,,2016-01-12 00:31:21.804109,M
705,Kathy Jordan,kjord,United States,USA,/profile-bio/women/Kathy_Jordan/,,2016-01-12 00:31:45.088809,F
1834,Kathrin Keil,kkeil,United States,USA,/profile-bio/women/Kathrin_Keil/,,2016-01-12 00:32:27.050907,F
1446,Kimberly Kessaris,kkess,United States,USA,/profile-bio/women/Kimberly_Kessaris/,,2016-01-12 00:32:12.491886,F
1201,Kent Kinnear,kkinn,USA,USA,/profile-bio/men/Kent_Kinnear/,,2016-01-12 00:32:03.344499,M
835,Karol Kucera,kkuce,SVK,SVK,/profile-bio/men/Karol_Kucera/,,2016-01-12 00:31:49.85352,M
1521,Kristine Kunce,kkunc,Australia,AUS,/profile-bio/women/Kristine_Kunce/,,2016-01-12 00:32:15.324614,F
296,Kate McDonald,kmcdo,Australia,AUS,/profile-bio/women/Kate_McDonald/,,2016-01-12 00:31:30.493542,F
643,Katarzyna Nowak,knowa,Poland,POL,/profile-bio/women/Katarzyna_Nowak/,,2016-01-12 00:31:42.952181,F
889,Katia Piccolini,kpicc,Italy,ITA,/profile-bio/women/Katia_Piccolini/,,2016-01-12 00:31:51.726066,F
1110,Karen Schimper,kschi,South Africa,ZAF,/profile-bio/women/Karen_Schimper/,,2016-01-12 00:32:00.151952,F
363,Kirrily Sharpe,kshar,Australia,AUS,/profile-bio/women/Kirrily_Sharpe/,,2016-01-12 00:31:32.858331,F
1118,Kim Steinmetz,kstei,United States,USA,/profile-bio/women/Kim_Steinmetz/,,2016-01-12 00:32:00.439882,F
105,Kenny Thorne,kthor,USA,USA,/profile-bio/men/Kenny_Thorne/,,2016-01-12 00:31:23.94047,M
1279,Lars-Anders Wahlgren,lawah,SWE,SWE,/profile-bio/men/Lars-Anders_Wahlgren/,,2016-01-12 00:32:06.44277,M
