id,player_name,p_code,nationality,c_code,player_url,created_at,updated_at,gender
1038,Anne Simpkin,asimp,United Kingdom,GBR,/profile-bio/women/Anne_Simpkin/,,,F
1041,Blaz Trupej,btrup,SLO,SVN,/profile-bio/men/Blaz_Trupej/,,,M
1043,Suzanna Wibowo,swibo,Indonesia,IDN,/profile-bio/women/Suzanna_Wibowo/,,,F
1048,Andrew Stoner,aston,USA,USA,/profile-bio/men/Andrew_Stoner/,,,M
1049,Christian Geyer,cgeye,GER,DEU,/profile-bio/men/Christian_Geyer/,,,M
1050,Tanja Hauschildt,thaus,Germany,DEU,/profile-bio/women/Tanja_Hauschildt/,,,F
58,Cyril Suk,csuk,CZE,CZE,/profile-bio/men/Cyril_Suk/,,,M
47,Marcos Aurelio Gorriz,maure,ESP,ESP,/profile-bio/men/Marcos_Aurelio_Gorriz/,,,M
40,Chad Andrews,candr,USA,USA,/profile-bio/men/Chad_Andrews/,,,M
42,Hiroko Hara,hhara,Japan,JPN,/profile-bio/women/Hiroko_Hara/,,,F
46,George Kalovelonis,gkalo,GRE,GRC,/profile-bio/men/George_Kalovelonis/,,,M
48,Krister Wedenby,kwede,SWE,SWE,/profile-bio/men/Krister_Wedenby/,,,M
50,Tracey Rodgers,trodg,Australia,AUS,/profile-bio/women/Tracey_Rodgers/,,,F
51,Sabrina Giusto,sgius,Brazil,BRA,/profile-bio/women/Sabrina_Giusto/,,,F
52,Sven Brandau,sbran,USA,USA,/profile-bio/men/Sven_Brandau/,,,M
53,Rikki Gaddie,rgadd,South Africa,ZAF,/profile-bio/women/Rikki_Gaddie/,,,F
55,Fabio Walker,fwalk,CAN,CAN,/profile-bio/men/Fabio_Walker/,,,M
56,Oliver Vogt,ovogt,GER,DEU,/profile-bio/men/Oliver_Vogt/,,,M
57,Florian Krumrey,fkrum,GER,DEU,/profile-bio/men/Florian_Krumrey/,,,M
60,Krassimir Lazarov,klaza,BUL,BGR,/profile-bio/men/Krassimir_Lazarov/,,,M
61,Daniella Blanke,dblan,Germany,DEU,/profile-bio/women/Daniella_Blanke/,,,F
62,Mark Ozer,mozer,USA,USA,/profile-bio/men/Mark_Ozer/,,,M
64,Rodrigo Urzua,rurzu,CHI,CHL,/profile-bio/men/Rodrigo_Urzua/,,,M
66,Paul Hand,phand,GBR,XXX,/profile-bio/men/Paul_Hand/,,,M
67,Amy Van Buuren,avanb,Netherlands,NLD,/profile-bio/women/Amy_Van_Buuren/,,,F
1052,Nuno Veiga,nveig,POR,PRT,/profile-bio/men/Nuno_Veiga/,,,M
1053,Jacco Van Duyn,jvand,NED,NLD,/profile-bio/men/Jacco_Van_Duyn/,,,M
1055,Jack Griffin,jgrif,USA,USA,/profile-bio/men/Jack_Griffin/,,,M
1057,Cedric Raynaud,crayn,FRA,FRA,/profile-bio/men/Cedric_Raynaud/,,,M
1059,Markus Gau,mgau,GER,DEU,/profile-bio/men/Markus_Gau/,,,M
1060,Mike Briggs,mbrig,USA,USA,/profile-bio/men/Mike_Briggs/,,,M
1061,Gaston Naon,gnaon,ARG,ARG,/profile-bio/men/Gaston_Naon/,,,M
1062,Sara Migliori,smigl,Italy,ITA,/profile-bio/women/Sara_Migliori/,,,F
1064,Ivona Horvat,ihorv,Croatia,HRV,/profile-bio/women/Ivona_Horvat/,,,F
1065,Linda Barnard,lbarn,South Africa,ZAF,/profile-bio/women/Linda_Barnard/,,,F
1066,Doug Burke,dburk,JAM,JAM,/profile-bio/men/Doug_Burke/,,,M
1067,Fabio Melegari,fmele,ITA,ITA,/profile-bio/men/Fabio_Melegari/,,,M
1070,Renata Smekalova,rsmek,Slovakia,SVK,/profile-bio/women/Renata_Smekalova/,,,F
1071,Bent-Ove Pedersen,boped_2,NOR,NOR,/profile-bio/men/Bent-Ove_Pedersen/,,,M
1072,Giovanni Lelli Mami,glell,ITA,ITA,/profile-bio/men/Giovanni_Lelli_Mami/,,,M
1073,Lone Vandborg,lvand,Denmark,DNK,/profile-bio/women/Lone_Vandborg/,,,F
1074,Petra Raclavska,pracl,Czech Republic,CZE,/profile-bio/women/Petra_Raclavska/,,,F
1075,Omar Haggag,ohagg,EGY,EGY,/profile-bio/men/Omar_Haggag/,,,M
1076,Karoly Gyorgy,kgyor,HUN,HUN,/profile-bio/men/Karoly_Gyorgy/,,,M
1077,Paulo Machado,pmach,POR,PRT,/profile-bio/men/Paulo_Machado/,,,M
1079,David Collins,dcoll_2,GBR,XXX,/profile-bio/men/David_Collins/,,,M
1080,Cornelia Marty,cmart_2,Switzerland,CHE,/profile-bio/women/Cornelia_Marty/,,,F
1081,Claudia Hernandez,chern,Mexico,MEX,/profile-bio/women/Claudia_Hernandez/,,,F
1083,Roberto Lopez,rlope,MEX,MEX,/profile-bio/men/Roberto_Lopez/,,,M
1085,Alistair Hunt,ahunt,NZL,NZL,/profile-bio/men/Alistair_Hunt/,,,M
1086,Suzanne Italiano,sital,Canada,CAN,/profile-bio/women/Suzanne_Italiano/,,,F
1088,Jennifer Prah,jprah,United States,USA,/profile-bio/women/Jennifer_Prah/,,,F
1089,Juan Pablo Etchecoin,jpabl,BRA,BRA,/profile-bio/men/Juan_Pablo_Etchecoin/,,,M
1092,Rudolf Fekete,rfeke,HUN,HUN,/profile-bio/men/Rudolf_Fekete/,,,M
1093,Mario Cleto,mclet,BRA,BRA,/profile-bio/men/Mario_Cleto/,,,M
1094,Jose-Luis Aparisi,jlapa,ESP,ESP,/profile-bio/men/Jose-Luis_Aparisi/,,,M
1095,Yuval Karutzi,ykaru,ISR,ISR,/profile-bio/men/Yuval_Karutzi/,,,M
1097,Angelo Tanganelli,atang,ITA,ITA,/profile-bio/men/Angelo_Tanganelli/,,,M
1099,Mike Conroy,mconr,USA,USA,/profile-bio/men/Mike_Conroy/,,,M
1101,Rozzell Lightfoot,rligh,USA,USA,/profile-bio/men/Rozzell_Lightfoot/,,,M
1102,Cindy Summers,csumm,South Africa,ZAF,/profile-bio/women/Cindy_Summers/,,,F
1104,Jorgen Windahl,jwind,SWE,SWE,/profile-bio/men/Jorgen_Windahl/,,,M
1105,Ernesto Munoz De Cote,emuno,MEX,MEX,/profile-bio/men/Ernesto_Munoz_De_Cote/,,,M
1106,Luis Riba,lriba,ESP,ESP,/profile-bio/men/Luis_Riba/,,,M
1109,Per Henricsson,phenr,SWE,SWE,/profile-bio/men/Per_Henricsson/,,,M
1112,Tony Richey,trich,JAM,JAM,/profile-bio/men/Tony_Richey/,,,M
1115,Nadja Beik,nbeik,Germany,DEU,/profile-bio/women/Nadja_Beik/,,,F
1116,Daniel Dobre,ddobr,ROU,ROM,/profile-bio/men/Daniel_Dobre/,,,M
1119,Paul Mick,pmick,AUS,AUS,/profile-bio/men/Paul_Mick/,,,M
1120,Marco Saliola,msali_2,BRA,BRA,/profile-bio/men/Marco_Saliola/,,,M
1121,Scott Gessner,sgess,GER,DEU,/profile-bio/men/Scott_Gessner/,,,M
1122,Monika De Lenart,mdele,Switzerland,CHE,/profile-bio/women/Monika_De_Lenart/,,,F
1123,Melissa Mazzotta,mmazz,United States,USA,/profile-bio/women/Melissa_Mazzotta/,,,F
1125,Pascale Paradis-Mangon,ppara_2,France,FRA,/profile-bio/women/Pascale_Paradis-Mangon/,,,F
1127,Darija Deskovic,ddesk,Croatia,HRV,/profile-bio/women/Darija_Deskovic/,,,F
1128,Tad Grattan,tgrat,USA,USA,/profile-bio/men/Tad_Grattan/,,,M
1129,Kathy Foxworth,kfoxw,United States,USA,/profile-bio/women/Kathy_Foxworth/,,,F
1130,Oleksandr Dolgopolov Sr.,odolg,UKR,UKR,/profile-bio/men/Oleksandr_Dolgopolov_Sr./,,,M
1131,Enrico Sellan,esell,ITA,ITA,/profile-bio/men/Enrico_Sellan/,,,M
1132,Jiri Pelikan,jpeli,CZE,CZE,/profile-bio/men/Jiri_Pelikan/,,,M
1133,Brenda Schultz-McCarthy,bschu_2,Netherlands,NLD,/profile-bio/women/Brenda_Schultz-McCarthy/,,,F
1135,Stefan Eggmayer,seggm,GER,DEU,/profile-bio/men/Stefan_Eggmayer/,,,M
1137,Kenzo Ukon,kukon,JPN,JPN,/profile-bio/men/Kenzo_Ukon/,,,M
1138,Eva-Maria Schuerhoff,emsch_2,Germany,DEU,/profile-bio/women/Eva-Maria_Schuerhoff/,,,F
1139,Adrian Graimprey,agrai,LUX,LUX,/profile-bio/men/Adrian_Graimprey/,,,M
1140,Hawin Sutopo,hsuto,INA,IDN,/profile-bio/men/Hawin_Sutopo/,,,M
1141,Adriano Ferreira,aferr,BRA,BRA,/profile-bio/men/Adriano_Ferreira/,,,M
1142,Monica Reinach,mrein_2,South Africa,ZAF,/profile-bio/women/Monica_Reinach/,,,F
1143,Nathalie Guerree,nguer_2,France,FRA,/profile-bio/women/Nathalie_Guerree/,,,F
1146,Lionel Barthez,lbart,FRA,FRA,/profile-bio/men/Lionel_Barthez/,,,M
1147,Lisa Keller,lkell,Australia,AUS,/profile-bio/women/Lisa_Keller/,,,F
1148,Jill Brenner,jbren,United States,USA,/profile-bio/women/Jill_Brenner/,,,F
1150,Fredrik Perman,fperm,SWE,SWE,/profile-bio/men/Fredrik_Perman/,,,M
1152,Teddy Tanjung,ttanj,INA,IDN,/profile-bio/men/Teddy_Tanjung/,,,M
1154,Anat Varon,avaro,Israel,ISR,/profile-bio/women/Anat_Varon/,,,F
1155,Eduard Pana,epana,ROU,ROM,/profile-bio/men/Eduard_Pana/,,,M
1157,Dane Nebel,dnebe,AUS,AUS,/profile-bio/men/Dane_Nebel/,,,M
1159,Rod Rafael,rrafa,PHI,PHL,/profile-bio/men/Rod_Rafael/,,,M
1161,Fredrik Eliasson,felia,SWE,SWE,/profile-bio/men/Fredrik_Eliasson/,,,M
1162,Junichi Maruyama,jmaru,JPN,JPN,/profile-bio/men/Junichi_Maruyama/,,,M
1163,Sandrine Bregnard,sbreg,Switzerland,CHE,/profile-bio/women/Sandrine_Bregnard/,,,F
1164,Jose Antonio Pellejero,janto,ESP,ESP,/profile-bio/men/Jose_Antonio_Pellejero/,,,M
1165,Michelle Jaggard-Lai,mjagg_2,Australia,AUS,/profile-bio/women/Michelle_Jaggard-Lai/,,,F
1167,Jeffrey Hunter,jhunt,GBR,XXX,/profile-bio/men/Jeffrey_Hunter/,,,M
1168,Won-Geun Na,wgna,KOR,XXX,/profile-bio/men/Won-Geun_Na/,,,M
1169,Amit Naor,anaor,ISR,ISR,/profile-bio/men/Amit_Naor/,,,M
1170,Cora Hofmann,chofm,Germany,DEU,/profile-bio/women/Cora_Hofmann/,,,F
1171,Toshihisa Tsuchihashi,ttsuc,JPN,JPN,/profile-bio/men/Toshihisa_Tsuchihashi/,,,M
1172,Rafael Pedros,rpedr,FRA,FRA,/profile-bio/men/Rafael_Pedros/,,,M
1173,Tom Kempers,tkemp_2,NED,NLD,/profile-bio/men/Tom_Kempers/,,,M
1175,Juan Olivert,joliv,ESP,ESP,/profile-bio/men/Juan_Olivert/,,,M
1176,Eduardo Nunes,enune,BRA,BRA,/profile-bio/men/Eduardo_Nunes/,,,M
1177,Gunnar Salumaa,gsalu,USA,USA,/profile-bio/men/Gunnar_Salumaa/,,,M
1178,Alan Douglas,adoug,GBR,XXX,/profile-bio/men/Alan_Douglas/,,,M
1180,John Werner,jwern,AUS,AUS,/profile-bio/men/John_Werner/,,,M
1182,Juan Rios,jrios,PUR,PRI,/profile-bio/men/Juan_Rios/,,,M
1186,Jane Thomas,jthom_3,United States,USA,/profile-bio/women/Jane_Thomas/,,,F
1191,Christophe Fournerie,cfour,FRA,FRA,/profile-bio/men/Christophe_Fournerie/,,,M
1192,Daniel Montes De Oca,dmont,URU,URY,/profile-bio/men/Daniel_Montes_De_Oca/,,,M
1193,Eliot Teltscher,etelt,USA,USA,/profile-bio/men/Eliot_Teltscher/,,,M
1194,David Kass,dkass,USA,USA,/profile-bio/men/David_Kass/,,,M
1195,Ruben Lamothe,rlamo,HAI,HTI,/profile-bio/men/Ruben_Lamothe/,,,M
1196,Ulli Nganga,ungan,GBR,XXX,/profile-bio/men/Ulli_Nganga/,,,M
1197,Loic Courteau,lcour_2,FRA,FRA,/profile-bio/men/Loic_Courteau/,,,M
1198,Orathai Thampensri,otham,Thailand,THA,/profile-bio/women/Orathai_Thampensri/,,,F
1199,Michael Feldbausch,mfeld,GER,DEU,/profile-bio/men/Michael_Feldbausch/,,,M
1202,Rudi Prinsloo,rprin,RSA,ZAF,/profile-bio/men/Rudi_Prinsloo/,,,M
1203,Shlomo Shemesh,sshem,ISR,ISR,/profile-bio/men/Shlomo_Shemesh/,,,M
1204,Cecilia Bargagni,cbarg,Italy,ITA,/profile-bio/women/Cecilia_Bargagni/,,,F
1205,Scott Brown,sbrow,USA,USA,/profile-bio/men/Scott_Brown/,,,M
1206,Rita Cruz Lima,rcruz,Brazil,BRA,/profile-bio/women/Rita_Cruz_Lima/,,,F
1208,Gonzalo Fernandez,gfern_2,CHI,CHL,/profile-bio/men/Gonzalo_Fernandez/,,,M
1211,Larry Angus,langu,USA,USA,/profile-bio/men/Larry_Angus/,,,M
1212,Andrew Thurstone,athur,USA,USA,/profile-bio/men/Andrew_Thurstone/,,,M
1213,Pam Casale-Telford,pcasa_2,United States,USA,/profile-bio/women/Pam_Casale-Telford/,,,F
1214,Hakan Svensson,hsven,SWE,SWE,/profile-bio/men/Hakan_Svensson/,,,M
1217,Kersten Renneissen,krenn,Germany,DEU,/profile-bio/women/Kersten_Renneissen/,,,F
1218,Magnus Zeile,mzeil,SWE,SWE,/profile-bio/men/Magnus_Zeile/,,,M
1219,Barry Richards,brich,USA,USA,/profile-bio/men/Barry_Richards/,,,M
1221,Sofia Kelbert,skelb,Brazil,BRA,/profile-bio/women/Sofia_Kelbert/,,,F
1222,Wege Van Niekerk,wvann,RSA,ZAF,/profile-bio/men/Wege_Van_Niekerk/,,,M
1223,Mark Joachim,mjoac,GER,DEU,/profile-bio/men/Mark_Joachim/,,,M
1224,Cora Linneman,clinn,Germany,DEU,/profile-bio/women/Cora_Linneman/,,,F
1226,Peter Tragauer,ptrag,AUT,AUT,/profile-bio/men/Peter_Tragauer/,,,M
1227,Nicola Bruno,nbrun,ITA,ITA,/profile-bio/men/Nicola_Bruno/,,,M
1228,Trisha Laux,tlaux,United States,USA,/profile-bio/women/Trisha_Laux/,,,F
1229,Bret Richardson,brich_2,AUS,AUS,/profile-bio/men/Bret_Richardson/,,,M
1231,Christian Camradt,ccamr,DEN,DNK,/profile-bio/men/Christian_Camradt/,,,M
1232,Brian Gyetko,bgyet,CAN,CAN,/profile-bio/men/Brian_Gyetko/,,,M
1233,Emmanuel Marmillod,emarm,SUI,CHE,/profile-bio/men/Emmanuel_Marmillod/,,,M
1237,Rodney Jacks,rjack,USA,USA,/profile-bio/men/Rodney_Jacks/,,,M
1238,Reid Rafter,rraft,USA,USA,/profile-bio/men/Reid_Rafter/,,,M
1239,Tim Corwin,tcorw,USA,USA,/profile-bio/men/Tim_Corwin/,,,M
1241,David De Miguel,ddemi,ESP,ESP,/profile-bio/men/David_De_Miguel/,,,M
1242,N/A Sulistyono,asuli,INA,XXX,/profile-bio/men/N/A_Sulistyono/,,,M
1243,Radka Zrubakova,rzrub_2,Slovakia,SVK,/profile-bio/women/Radka_Zrubakova/,,,F
1245,Douglas Geiwald,dgeiw,SWE,SWE,/profile-bio/men/Douglas_Geiwald/,,,M
1246,Ulrike Priller,upril,Austria,AUT,/profile-bio/women/Ulrike_Priller/,,,F
1247,Stephen Gleeson,sglee,AUS,AUS,/profile-bio/men/Stephen_Gleeson/,,,M
1248,Peter Kerekes,pkere,HUN,HUN,/profile-bio/men/Peter_Kerekes/,,,M
1249,Takeshi Murakami,tmura,JPN,JPN,/profile-bio/men/Takeshi_Murakami/,,,M
1250,Frank Schaffner,fscha,GER,DEU,/profile-bio/men/Frank_Schaffner/,,,M
1251,Silvia Ramon-Cortes,sramo,Spain,ESP,/profile-bio/women/Silvia_Ramon-Cortes/,,,F
1253,Karel Demuynck,kdemu,BEL,BEL,/profile-bio/men/Karel_Demuynck/,,,M
1254,Dinu Pescariu,dpesc,ROU,ROM,/profile-bio/men/Dinu_Pescariu/,,,M
1257,Toru Yonezawa,tyone,JPN,JPN,/profile-bio/men/Toru_Yonezawa/,,,M
1258,Marc Walder,mwald,SUI,CHE,/profile-bio/men/Marc_Walder/,,,M
1260,Hortensia Hernandez,hhern,Mexico,MEX,/profile-bio/women/Hortensia_Hernandez/,,,F
1261,Rona Mayer,rmaye,Israel,ISR,/profile-bio/women/Rona_Mayer/,,,F
1262,Rodrigo Barnabe,rbarn,BRA,BRA,/profile-bio/men/Rodrigo_Barnabe/,,,M
1263,Tibor Toth,ttoth,SVK,SVK,/profile-bio/men/Tibor_Toth/,,,M
1264,Tanja Cerne,tcern,Slovakia,SVK,/profile-bio/women/Tanja_Cerne/,,,F
1265,Martin Schaffl,mscha_2,AUT,AUT,/profile-bio/men/Martin_Schaffl/,,,M
1267,Daniel Baertschi,dbaer,SUI,CHE,/profile-bio/men/Daniel_Baertschi/,,,M
1268,Mariano Vantini,mvant_2,ITA,ITA,/profile-bio/men/Mariano_Vantini/,,,M
1269,Jamie Holmes,jholm,AUS,AUS,/profile-bio/men/Jamie_Holmes/,,,M
1270,Magdalena Feistel,mfeis,Poland,POL,/profile-bio/women/Magdalena_Feistel/,,,F
1271,Peanut Harper,pharp,United States,USA,/profile-bio/women/Peanut_Harper/,,,F
1273,Borja Uribe,burib,ESP,ESP,/profile-bio/men/Borja_Uribe/,,,M
1274,Patrik Albertsson,palbe,SWE,SWE,/profile-bio/men/Patrik_Albertsson/,,,M
1275,Carlos Alcaraz Gonzalez,calca,ESP,ESP,/profile-bio/men/Carlos_Alcaraz_Gonzalez/,,,M
1277,Sascha Bandermann,sband,GER,DEU,/profile-bio/men/Sascha_Bandermann/,,,M
1278,Joao Couto,jcout,POR,PRT,/profile-bio/men/Joao_Couto/,,,M
1280,Walmir Bandeira,wband,BRA,BRA,/profile-bio/men/Walmir_Bandeira/,,,M
1281,Neus Avila,navil_2,Spain,ESP,/profile-bio/women/Neus_Avila/,,,F
1282,Michael Daniel,mdani,ISR,ISR,/profile-bio/men/Michael_Daniel/,,,M
1283,Marcelo Calfat,mcalf,BRA,BRA,/profile-bio/men/Marcelo_Calfat/,,,M
1284,Phillip Williamson,pwill_2,USA,USA,/profile-bio/men/Phillip_Williamson/,,,M
1285,Petra Holubova,pholu,Czech Republic,CZE,/profile-bio/women/Petra_Holubova/,,,F
1289,Steve Jung,sjung,USA,USA,/profile-bio/men/Steve_Jung/,,,M
1291,Patrick Galbraith,pgalb,USA,USA,/profile-bio/men/Patrick_Galbraith/,,,M
1293,Jeff Chiang,jchia,USA,USA,/profile-bio/men/Jeff_Chiang/,,,M
1294,Thomas Buchmayer,tbuch,AUT,AUT,/profile-bio/men/Thomas_Buchmayer/,,,M
1295,Boro Colvee,bcolv,VEN,XXX,/profile-bio/men/Boro_Colvee/,,,M
1296,Pilar Perez,ppere,Spain,ESP,/profile-bio/women/Pilar_Perez/,,,F
1297,Alix Creek,acree,United States,USA,/profile-bio/women/Alix_Creek/,,,F
1298,Andrew Wager,awage,USA,USA,/profile-bio/men/Andrew_Wager/,,,M
1299,Michael Stump,mstum,GER,DEU,/profile-bio/men/Michael_Stump/,,,M
1300,Etsuko Kaneshiro,ekane,Japan,JPN,/profile-bio/women/Etsuko_Kaneshiro/,,,F
1304,Nike Dobrovits,ndobr,Austria,AUT,/profile-bio/women/Nike_Dobrovits/,,,F
1305,Katja Meichelbock,kmeic,Germany,DEU,/profile-bio/women/Katja_Meichelbock/,,,F
1306,Marek Miskolci,mmisk,CZE,CZE,/profile-bio/men/Marek_Miskolci/,,,M
1308,Diego Varela,dvare,ARG,ARG,/profile-bio/men/Diego_Varela/,,,M
1309,Pascalle Druyts,pdruy,Netherlands,NLD,/profile-bio/women/Pascalle_Druyts/,,,F
1310,Pasi Kinnunen,pkinn,FIN,FIN,/profile-bio/men/Pasi_Kinnunen/,,,M
1312,Claudio Rigagnoli,criga,ITA,ITA,/profile-bio/men/Claudio_Rigagnoli/,,,M
1313,Jose Wasserfirer,jwass,BRA,BRA,/profile-bio/men/Jose_Wasserfirer/,,,M
1314,Brian Roe,broe_2,AUS,AUS,/profile-bio/men/Brian_Roe/,,,M
1316,Ki-Ju Chung,kjchu,KOR,XXX,/profile-bio/men/Ki-Ju_Chung/,,,M
1317,Hatem McDadi,hmcda,CAN,CAN,/profile-bio/men/Hatem_McDadi/,,,M
1318,Gunther Vanderveeren,gvand,BEL,BEL,/profile-bio/men/Gunther_Vanderveeren/,,,M
1319,Jesper Joergensen,jjoer,DEN,DNK,/profile-bio/men/Jesper_Joergensen/,,,M
1320,Belkis Rodriguez,brodr,Cuba,CUB,/profile-bio/women/Belkis_Rodriguez/,,,F
1321,Sander Groen,sgroe,NED,NLD,/profile-bio/men/Sander_Groen/,,,M
1323,Elaine Gibrayl,egibr,Brazil,BRA,/profile-bio/women/Elaine_Gibrayl/,,,F
1325,Yuval Hirsch,yhirs,ISR,ISR,/profile-bio/men/Yuval_Hirsch/,,,M
1327,Tertius Reynders,treyn,RSA,ZAF,/profile-bio/men/Tertius_Reynders/,,,M
1328,Robinson Ureta,ruret,CHI,CHL,/profile-bio/men/Robinson_Ureta/,,,M
1332,Tim Donovan,tdono,USA,USA,/profile-bio/men/Tim_Donovan/,,,M
1333,Eva Haslinghuis,ehasl,Netherlands,NLD,/profile-bio/women/Eva_Haslinghuis/,,,F
1335,Fabio Di Mauro,fdima,ITA,ITA,/profile-bio/men/Fabio_Di_Mauro/,,,M
1336,Claudia Piccini,cpicc,Italy,ITA,/profile-bio/women/Claudia_Piccini/,,,F
1338,Alessandro Dalboni,adalb,ITA,ITA,/profile-bio/men/Alessandro_Dalboni/,,,M
1341,Clinton Ferreira,cferr,RSA,ZAF,/profile-bio/men/Clinton_Ferreira/,,,M
1343,Marcos Hocevar,mhoce,BRA,BRA,/profile-bio/men/Marcos_Hocevar/,,,M
1344,Helena Vildova,hvild,Czech Republic,CZE,/profile-bio/women/Helena_Vildova/,,,F
1345,Cristiano Testa,ctest,BRA,BRA,/profile-bio/men/Cristiano_Testa/,,,M
1346,Sasa Hirszon,shirs,CRO,HRV,/profile-bio/men/Sasa_Hirszon/,,,M
1347,Judith Warringa,jwarr,Netherlands,NLD,/profile-bio/women/Judith_Warringa/,,,F
1350,Monika Kratochvilova,mkrat,Czech Republic,CZE,/profile-bio/women/Monika_Kratochvilova/,,,F
1351,Nick Fulwood,nfulw_2,GBR,XXX,/profile-bio/men/Nick_Fulwood/,,,M
1356,David Salvador-Estepa,dsalv,ESP,ESP,/profile-bio/men/David_Salvador-Estepa/,,,M
1357,Wentzel Pretorius,wpret,RSA,ZAF,/profile-bio/men/Wentzel_Pretorius/,,,M
1358,Alex Lopez Moron,almor,ESP,ESP,/profile-bio/men/Alex_Lopez_Moron/,,,M
1359,Joseph Russell,jruss,USA,USA,/profile-bio/men/Joseph_Russell/,,,M
1360,Dennis Schmid,dschm,USA,USA,/profile-bio/men/Dennis_Schmid/,,,M
1361,Dae-Sung Jin,dsjin,KOR,XXX,/profile-bio/men/Dae-Sung_Jin/,,,M
1362,Armand Custers,acust,NED,NLD,/profile-bio/men/Armand_Custers/,,,M
1363,Craig Boynton,cboyn,USA,USA,/profile-bio/men/Craig_Boynton/,,,M
1364,Erica O'Neill,eo,United States,XXX,/profile-bio/women/Erica_O,,,F
1365,Jaime Cortes,jcort,COL,COL,/profile-bio/men/Jaime_Cortes/,,,M
1366,Radek Kocek,rkoce,USA,USA,/profile-bio/men/Radek_Kocek/,,,M
1367,Rafael Reichow,rreic,BRA,BRA,/profile-bio/men/Rafael_Reichow/,,,M
1368,Luanne Spadea,lspad,United States,USA,/profile-bio/women/Luanne_Spadea/,,,F
1369,John Carras,jcarr,USA,USA,/profile-bio/men/John_Carras/,,,M
1370,Nathalie Rodriguez,nrodr,Chile,CHL,/profile-bio/women/Nathalie_Rodriguez/,,,F
1371,Julie Halard-Decugis,jhala_2,France,FRA,/profile-bio/women/Julie_Halard-Decugis/,,,F
1374,Jett Jones,jjone_2,USA,USA,/profile-bio/men/Jett_Jones/,,,M
1375,Louise Pleming,lplem,Australia,AUS,/profile-bio/women/Louise_Pleming/,,,F
1377,Mike Lee,mlee_2,USA,USA,/profile-bio/men/Mike_Lee/,,,M
1378,Jean Leclercq,jlecl,FRA,FRA,/profile-bio/men/Jean_Leclercq/,,,M
1381,Ed Nagel,enage,USA,USA,/profile-bio/men/Ed_Nagel/,,,M
1384,Alexis Hombrecher,ahomb,GER,DEU,/profile-bio/men/Alexis_Hombrecher/,,,M
1386,Thierry Grin,tgrin,SUI,CHE,/profile-bio/men/Thierry_Grin/,,,M
1387,Anke Marchl,amarc_3,Germany,DEU,/profile-bio/women/Anke_Marchl/,,,F
1389,Edwin Wu,ewu,PER,PER,/profile-bio/men/Edwin_Wu/,,,M
1391,Kentaro Masuda,kmasu,JPN,JPN,/profile-bio/men/Kentaro_Masuda/,,,M
1392,Titia Wilmink,twilm,Netherlands,NLD,/profile-bio/women/Titia_Wilmink/,,,F
1393,Alejandro Aramburu,aaram_2,PER,PER,/profile-bio/men/Alejandro_Aramburu/,,,M
1394,Virginia Humphreys-Davies,vhump_2,United Kingdom,GBR,/profile-bio/women/Virginia_Humphreys-Davies/,,,F
1397,Milan Trneny,mtrne,CZE,CZE,/profile-bio/men/Milan_Trneny/,,,M
1400,Pierre Godfroid,pgodf,BEL,BEL,/profile-bio/men/Pierre_Godfroid/,,,M
1403,Peter Nyborg,pnybo,SWE,SWE,/profile-bio/men/Peter_Nyborg/,,,M
1404,Charles-Brent Walker,cbwal,USA,USA,/profile-bio/men/Charles-Brent_Walker/,,,M
1405,Mark Ferreira,mferr,IND,IND,/profile-bio/men/Mark_Ferreira/,,,M
1406,Jaromir Becka,jbeck,GER,DEU,/profile-bio/men/Jaromir_Becka/,,,M
1407,Alvaro Jordan,ajord,COL,COL,/profile-bio/men/Alvaro_Jordan/,,,M
1408,Thomas Gollwitzer,tgoll,GER,DEU,/profile-bio/men/Thomas_Gollwitzer/,,,M
1409,Lior Dahan,ldaha,ISR,ISR,/profile-bio/men/Lior_Dahan/,,,M
1410,Juan Rathman Jousef,jrath,HKG,HKG,/profile-bio/men/Juan_Rathman_Jousef/,,,M
1411,Alberto Paris,apari,LUX,LUX,/profile-bio/men/Alberto_Paris/,,,M
1413,Magnus Nilsson,mnils,SWE,SWE,/profile-bio/men/Magnus_Nilsson/,,,M
1414,Christian Weis,cweis,GER,DEU,/profile-bio/men/Christian_Weis/,,,M
1415,Henrike Kadzidroga,hkadz,Germany,DEU,/profile-bio/women/Henrike_Kadzidroga/,,,F
1416,Jose-Maria Blasi,jmbla,ESP,ESP,/profile-bio/men/Jose-Maria_Blasi/,,,M
1418,Jose Mario Silva,jmsil,POR,PRT,/profile-bio/men/Jose_Mario_Silva/,,,M
1420,Genaro De Leon,gdele,DOM,DOM,/profile-bio/men/Genaro_De_Leon/,,,M
1422,Stefan Lohse,slohs,GER,DEU,/profile-bio/men/Stefan_Lohse/,,,M
1423,Juan Gisbert Sr,jgisb,ESP,ESP,/profile-bio/men/Juan_Gisbert_Sr/,,,M
1425,Steve Cornelissen,scorn,BEL,BEL,/profile-bio/men/Steve_Cornelissen/,,,M
1426,Laura Murgo,lmurg,Italy,ITA,/profile-bio/women/Laura_Murgo/,,,F
1427,Mel Purcell,mpurc_2,USA,USA,/profile-bio/men/Mel_Purcell/,,,M
1428,Peter Campbell,pcamp_2,AUS,AUS,/profile-bio/men/Peter_Campbell/,,,M
1430,Michael Walker,mwalk_2,HKG,HKG,/profile-bio/men/Michael_Walker/,,,M
